Environment,Sender_Node,Sender_MAC,Receiver_Node,Receiver_MAC,Timestamp,RSSI,LQI,Diff_RSSI
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:50.928,-80,52,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:51.029,-80,52,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:51.129,-80,52,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:51.229,-80,52,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:51.328,-79,56,1
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:51.430,-79,56,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:51.530,-79,56,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:51.629,-79,56,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:51.729,-79,56,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:51.832,-79,56,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:51.931,-79,56,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:52.031,-79,56,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:52.131,-79,56,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:52.231,-80,52,-1
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:52.333,-80,52,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:52.434,-80,52,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:52.532,-80,52,0
lake,Node_C,A6:66:F7:7F:8F:C7:AC:A4,Node_A,AE:F7:83:9A:A9:52:C5:CD,2026-03-08 10:24:52.632,-81,48,-1
